quiz_id,question,answer,score,category_id
390,밴디지(Bandage)가 한 번에 회복하는 체력 수치는 몇인가 (예: 10)?,10,1,3
391,"게임에서 흔히 사용되는 스코프 배율의 수(예: 2x,3x,4x,6x,8x)는 몇 종류인가?",5,1,3
392,"일반적인 무기 부착물 카테고리 수는 몇 개인가? (예: 총구, 탄창, 손잡이 등)",5,1,3
393,"수류탄 종류(Frag, Smoke, Stun, Molotov)는 총 몇 종류인가?",4,1,3
394,M416의 표준 장탄수는 몇 발인가? (변형 #1),30,1,3
395,AKM의 표준 장탄수는 몇 발인가? (변형 #2),30,1,3
396,SCAR-L의 표준 장탄수는 몇 발인가? (변형 #3),30,1,3
397,Beryl M762의 표준 장탄수는 몇 발인가? (변형 #4),30,1,3
398,Groza의 표준 장탄수는 몇 발인가? (변형 #5),30,1,3
399,Mini14의 표준 장탄수는 몇 발인가? (변형 #6),20,1,3
400,SKS의 표준 장탄수는 몇 발인가? (변형 #7),10,1,3
401,SLR의 표준 장탄수는 몇 발인가? (변형 #8),10,1,3
402,MK14의 표준 장탄수는 몇 발인가? (변형 #9),10,1,3
403,Kar98k의 표준 장탄수는 몇 발인가? (변형 #10),5,1,3
404,M24의 표준 장탄수는 몇 발인가? (변형 #11),5,1,3
405,AWM의 표준 장탄수는 몇 발인가? (변형 #12),5,1,3
406,DP-28의 표준 장탄수는 몇 발인가? (변형 #13),47,1,3
407,M249의 표준 장탄수는 몇 발인가? (변형 #14),100,1,3
408,Vector의 표준 장탄수는 몇 발인가? (변형 #15),13,1,3
409,Micro Uzi의 표준 장탄수는 몇 발인가? (변형 #16),25,1,3
410,UMP45의 표준 장탄수는 몇 발인가? (변형 #17),25,1,3
411,VSS의 표준 장탄수는 몇 발인가? (변형 #18),10,1,3
412,S1897의 표준 장탄수는 몇 발인가? (변형 #19),5,1,3
413,S686의 표준 장탄수는 몇 발인가? (변형 #20),2,1,3
414,SCAR-H의 표준 장탄수는 몇 발인가? (변형 #21),30,1,3
415,QBZ의 표준 장탄수는 몇 발인가? (변형 #22),30,1,3
416,FAMAS의 표준 장탄수는 몇 발인가? (변형 #23),30,1,3
417,G36C의 표준 장탄수는 몇 발인가? (변형 #24),30,1,3
418,AUG의 표준 장탄수는 몇 발인가? (변형 #25),30,1,3
419,Tommy Gun의 표준 장탄수는 몇 발인가? (변형 #26),50,1,3
420,P90의 표준 장탄수는 몇 발인가? (변형 #27),50,1,3
421,R1895의 표준 장탄수는 몇 발인가? (변형 #28),6,1,3
422,Revolver의 표준 장탄수는 몇 발인가? (변형 #29),5,1,3
423,Win94의 표준 장탄수는 몇 발인가? (변형 #30),2,1,3
424,히어로의 주요 무기는 무엇인가요?,제네시스 한손검/두손검/도끼,1,8
425,히어로의 보조 무기는 무엇인가요?,버츄스 메달,2,8
426,팔라딘의 주요 무기는 무엇인가요?,제네시스 한손검/두손검/둔기,1,8
427,팔라딘의 보조 무기는 무엇인가요?,세이크리드 로자리오,2,8
428,다크나이트의 주요 무기는 무엇인가요?,제네시스 창/폴암,1,8
429,다크나이트의 보조 무기는 무엇인가요?,버서크 체인,2,8
430,보우마스터의 주요 무기는 무엇인가요?,제네시스 보우,1,8
431,보우마스터의 보조 무기는 무엇인가요?,블라스트 페더,2,8
432,신궁의 주요 무기는 무엇인가요?,제네시스 크로스보우,1,8
433,신궁의 보조 무기는 무엇인가요?,전발적중,2,8
434,패스파인더의 주요 무기는 무엇인가요?,제네시스 에인션트 보우,1,8
435,패스파인더의 보조 무기는 무엇인가요?,퍼펙트 렐릭,2,8
436,비숍의 주요 무기는 무엇인가요?,제네시스 스태프/완드,1,8
437,비숍의 보조 무기는 무엇인가요?,백금의 서,2,8
438,"아크메이지(불,독)의 주요 무기는 무엇인가요?",제네시스 스태프/완드,1,8
439,"아크메이지(불,독)의 보조 무기는 무엇인가요?",적녹의 서,2,8
440,"아크메이지(썬,콜)의 주요 무기는 무엇인가요?",제네시스 스태프/완드,1,8
441,"아크메이지(썬,콜)의 보조 무기는 무엇인가요?",청은의 서,2,8
442,나이트로드의 주요 무기는 무엇인가요?,제네시스 가즈,1,8
443,나이트로드의 보조 무기는 무엇인가요?,파사부,2,8
444,섀도어의 주요 무기는 무엇인가요?,제네시스 대거,1,8
445,섀도어의 보조 무기는 무엇인가요?,슬래싱 섀도우,2,8
446,듀얼블레이드의 주요 무기는 무엇인가요?,제네시스 대거,1,8
447,듀얼블레이드의 보조 무기는 무엇인가요?,아케인셰이드 블레이드,2,8
448,바이퍼의 주요 무기는 무엇인가요?,제네시스 클로,1,8
449,바이퍼의 보조 무기는 무엇인가요?,리스트 아머,2,8
450,캡틴의 주요 무기는 무엇인가요?,제네시스 피스톨,1,8
451,캡틴의 보조 무기는 무엇인가요?,팔콘아이,2,8
452,캐논슈터의 주요 무기는 무엇인가요?,제네시스 시즈건,1,8
453,캐논슈터의 보조 무기는 무엇인가요?,봄버드 센터파이어,2,8
454,소울마스터의 주요 무기는 무엇인가요?,제네시스 한손검/두손검,1,8
455,소울마스터의 보조 무기는 무엇인가요?,에레브의 광휘,2,8
456,윈드브레이커의 주요 무기는 무엇인가요?,제네시스 보우,1,8
457,윈드브레이커의 보조 무기는 무엇인가요?,에레브의 광휘,2,8
458,플레임위자드의 주요 무기는 무엇인가요?,제네시스 스태프/완드,1,8
459,플레임위자드의 보조 무기는 무엇인가요?,에레브의 광휘,2,8
460,나이트워커의 주요 무기는 무엇인가요?,제네시스 아대,1,8
461,나이트워커의 보조 무기는 무엇인가요?,에레브의 광휘,2,8
462,스트라이커의 주요 무기는 무엇인가요?,제네시스 너클,1,8
463,스트라이커의 보조 무기는 무엇인가요?,에레브의 광휘,2,8
464,미하일의 주요 무기는 무엇인가요?,제네시스 한손검,1,8
465,미하일의 보조 무기는 무엇인가요?,정의의 소울실드,2,8
466,아란의 주요 무기는 무엇인가요?,제네시스 폴암,1,8
467,아란의 보조 무기는 무엇인가요?,천룡추,2,8
468,에반의 주요 무기는 무엇인가요?,제네시스 스태프/완드,1,8
469,에반의 보조 무기는 무엇인가요?,드래곤마스터의 유산,2,8
470,루미너스의 주요 무기는 무엇인가요?,제네시스 샤이닝로드,1,8
471,루미너스의 보조 무기는 무엇인가요?,카르마 오브,2,8
472,메르세데스의 주요 무기는 무엇인가요?,제네시스 듀얼 보우건,1,8
473,메르세데스의 보조 무기는 무엇인가요?,무한의 마법 화살,2,8
474,팬텀의 주요 무기는 무엇인가요?,제네시스 케인,1,8
475,팬텀의 보조 무기는 무엇인가요?,데르니에 카르트,2,8
476,은월의 주요 무기는 무엇인가요?,제네시스 소울슈터,1,8
477,은월의 보조 무기는 무엇인가요?,황금빛 여우구슬,2,8
478,제논의 주요 무기는 무엇인가요?,제네시스 에너지 소드,1,8
479,제논의 보조 무기는 무엇인가요?,옥타코어 컨트롤러,2,8
480,블래스터의 주요 무기는 무엇인가요?,제네시스 건틀렛 리볼버,1,8
481,블래스터의 보조 무기는 무엇인가요?,익스플로시브 필,2,8
482,데몬슬레이어의 주요 무기는 무엇인가요?,제네시스 한손 둔기,1,8
483,데몬슬레이어의 보조 무기는 무엇인가요?,루인 포스실드,2,8
484,데몬어벤져의 주요 무기는 무엇인가요?,제네시스 한손 둔기,1,8
485,데몬어벤져의 보조 무기는 무엇인가요?,루인 포스실드,2,8
486,카이저의 주요 무기는 무엇인가요?,제네시스 대검,1,8
487,카이저의 보조 무기는 무엇인가요?,진리의 노바의 정수,2,8
488,카데나의 주요 무기는 무엇인가요?,제네시스 체인,1,8
489,카데나의 보조 무기는 무엇인가요?,트랜스미터,2,8
490,엔젤릭버스터의 주요 무기는 무엇인가요?,제네시스 소울슈터,1,8
491,엔젤릭버스터의 보조 무기는 무엇인가요?,그린 소울링,2,8
492,아크의 주요 무기는 무엇인가요?,제네시스 클로,1,8
493,아크의 보조 무기는 무엇인가요?,얼티밋 패스,2,8
494,아델의 주요 무기는 무엇인가요?,제네시스 튜너,1,8
495,아델의 보조 무기는 무엇인가요?,노블 브레이슬릿,2,8
496,일리움의 주요 무기는 무엇인가요?,제네시스 매직 건틀렛,1,8
497,일리움의 보조 무기는 무엇인가요?,글로리 매직윙,2,8
498,칼리의 주요 무기는 무엇인가요?,제네시스 이클립스,1,8
499,칼리의 보조 무기는 무엇인가요?,인피니트 헥스시커,2,8
500,키네시스의 주요 무기는 무엇인가요?,제네시스 ESP 리미터,1,8
501,키네시스의 보조 무기는 무엇인가요?,체스피스 디 퀸,2,8
502,호영의 주요 무기는 무엇인가요?,제네시스 창세선,1,8
503,호영의 보조 무기는 무엇인가요?,월장석 선추,2,8
504,라라의 주요 무기는 무엇인가요?,제네시스 완드,1,8
505,라라의 보조 무기는 무엇인가요?,빛나는 사옥 노리개,2,8
506,배틀메이지의 주요 무기는 무엇인가요?,제네시스 스태프,1,8
507,베틀메이지의 보조 무기는 무엇인가요?,맥시마이즈 볼,2,8
508,와일드헌터의 주요 무기는 무엇인가요?,제네시스 크로스보우,1,8
509,와일드헌터의 보조 무기는 무엇인가요?,와일드 팡,2,8
510,메카닉의 주요 무기는 무엇인가요?,제네시스 피스톨,1,8
511,메카닉의 보조 무기는 무엇인가요?,이터널 매그넘,2,8
512,카인의 주요 무기는 무엇인가요?,제네시스 브레스 슈터,1,8
513,카인의 보조 무기는 무엇인가요?,커스텀 웨폰 벨트,2,8
514,렌의 주요 무기는 무엇인가요?,제네시스 창세검,1,8
515,렌의 보조 무기는 무엇인가요?,자색 여의보주,2,8
516,드론의 공격력은?,5,1,4
517,드론의 공격력 3업시 공격력은?,5,1,4
518,드론의 방어력은?,0,1,4
519,드론의 이동속도는?,3.15,1,4
520,드론의 공격속도는?,0.62,1,4
521,오버로드의 방어력은?,0,1,4
522,오버로드의 이동속도는?,3,1,4
523,저글링의 공격력은?,5,1,4
524,저글링의 공격력 3업시 공격력은?,8,1,4
525,저글링의 방어력은?,0,1,4
526,저글링의 이동속도는?,5.49,1,4
527,저글링의 공격속도는?,0.33,1,4
528,히드라리스크의 공격력은?,10,1,4
529,히드라리스크의 공격력 3업시 공격력은?,13,1,4
530,히드라리스크의 방어력은?,0,1,4
531,히드라리스크의 이동속도는?,3.66,1,4
532,히드라리스크의 공격속도는?,0.62,1,4
533,러커의 공격력은?,20,1,4
534,러커의 공격력 3업시 공격력은?,26,1,4
535,러커의 방어력은?,0,1,4
536,러커의 이동속도는?,0.72,1,4
537,러커의 공격속도는?,0.92,1,4
538,뮤탈리스크의 공격력은?,9,1,4
539,뮤탈리스크의 공격력 3업시 공격력은?,12,1,4
540,뮤탈리스크의 방어력은?,0,1,4
541,뮤탈리스크의 이동속도는?,4.57,1,4
542,뮤탈리스크의 공격속도는?,1.25,1,4
543,스커지의 공격력은?,110,1,4
544,스커지의 공격력 3업시 공격력은?,110,1,4
545,스커지의 방어력은?,0,1,4
546,스커지의 이동속도는?,6.6,1,4
547,스커지의 공격속도는?,1.25,1,4
548,울트라리스크의 공격력은?,20,1,4
549,울트라리스크의 공격력 3업시 공격력은?,26,1,4
550,울트라리스크의 방어력은?,1,1,4
551,울트라리스크의 이동속도는?,4.57,1,4
552,울트라리스크의 공격속도는?,0.62,1,4
553,디파일러의 방어력은?,1,1,4
554,디파일러의 이동속도는?,3.66,1,4
555,퀸의 방어력은?,1,1,4
556,퀸의 이동속도는?,3.66,1,4
557,퀸의 공격속도는?,1.25,1,4
558,가디언의 공격력은?,20,1,4
559,가디언의 공격력 3업시 공격력은?,26,1,4
560,가디언의 방어력은?,1,1,4
561,가디언의 이동속도는?,4.57,1,4
562,가디언의 공격속도는?,0.62,1,4
563,SCV의 공격력은?,5,1,4
564,SCV의 공격력 3업시 공격력은?,8,1,4
565,SCV의 방어력은?,0,1,4
566,SCV의 이동속도는?,3.15,1,4
567,SCV의 공격속도는?,0.62,1,4
568,마린의 공격력은?,6,1,4
569,마린의 공격력 3업시 공격력은?,9,1,4
570,마린의 방어력은?,0,1,4
571,마린의 이동속도는?,4,1,4
572,마린의 공격속도는?,0.62,1,4
573,파이어뱃의 공격력은?,16,1,4
574,파이어뱃의 공격력 3업시 공격력은?,22,1,4
575,파이어뱃의 방어력은?,1,1,4
576,파이어뱃의 이동속도는?,4,1,4
577,파이어뱃의 공격속도는?,0.92,1,4
578,고스트의 공격력은?,10,1,4
579,고스트의 공격력 3업시 공격력은?,13,1,4
580,고스트의 방어력은?,0,1,4
581,고스트의 이동속도는?,4,1,4
582,고스트의 공격속도는?,0.92,1,4
583,메딕의 방어력은?,1,1,4
584,메딕의 이동속도는?,4,1,4
585,벌처의 공격력은?,20,1,4
586,벌처의 공격력 3업시 공격력은?,26,1,4
587,벌처의 방어력은?,0,1,4
588,벌처의 이동속도는?,6.4,1,4
589,벌처의 공격속도는?,0.92,1,4
590,시즈탱크(탱크모드)의 공격력은?,30,1,4
591,시즈탱크(탱크모드)의 공격력 3업시 공격력은?,39,1,4
592,시즈탱크(탱크모드)의 방어력은?,1,1,4
593,시즈탱크(탱크모드)의 이동속도는?,3,1,4
594,시즈탱크(탱크모드)의 공격속도는?,0.92,1,4
595,시즈탱크(시즈모드)의 공격력은?,70,1,4
596,시즈탱크(시즈모드)의 공격력 3업시 공격력은?,85,1,4
597,시즈탱크(시즈모드)의 방어력은?,1,1,4
598,시즈탱크(시즈모드)의 공격속도는?,1.54,1,4
599,골리앗의 지상공격력은?,12,1,4
600,골리앗의 공격력 3업시 지상공격력은?,15,1,4
601,골리앗의 공중공격력은?,20,1,4
602,골리앗의 공격력 3업시 공중공격력은?,32,1,4
603,골리앗의 방어력은?,1,1,4
604,골리앗의 이동속도는?,4.57,1,4
605,골리앗의 공격속도는?,0.92,1,4
606,레이스의 지상 공격력은?,8,1,4
607,레이스의 공격력 3업시 지상 공격력은?,11,1,4
608,레이스의 공중 공격력은?,20,1,4
609,레이스의 공격력 3업시 공중 공격력은?,26,1,4
610,레이스의 방어력은?,1,1,4
611,레이스의 이동속도는?,4,1,4
612,레이스의 공격속도는?,1.25,1,4
613,발키리의 공격력은?,6,1,4
614,발키리의 공격력 3업시 공격력은?,9,1,4
615,발키리의 방어력은?,2,1,4
616,발키리의 이동속도는?,3.75,1,4
617,발키리의 공격속도는?,2.67,1,4
618,드랍쉽의 방어력은?,0,1,4
619,드랍쉽의 이동속도는?,4,1,4
620,사이언스 베슬의 방어력은?,1,1,4
621,사이언스 베슬의 이동속도는?,4,1,4
622,배틀크루저의 공격력은?,25,1,4
623,배틀크루저의 공격력 3업시 공격력은?,34,1,4
624,배틀크루저의 방어력은?,3,1,4
625,배틀크루저의 이동속도는?,3,1,4
626,배틀크루저의 공격속도는?,0.92,1,4
627,프로브의 공격력은?,5,1,4
628,프로브의 공격력 3업시 공격력은?,5,1,4
629,프로브의 방어력은?,0,1,4
630,프로브의 이동속도는?,3.15,1,4
631,프로브의 공격속도는?,0.62,1,4
632,질럿의 공격력은?,16,1,4
633,질럿의 공격력 3업시 공격력은?,22,1,4
634,질럿의 방어력은?,1,1,4
635,질럿의 이동속도는?,4.57,1,4
636,질럿의 공격속도는?,0.92,1,4
637,드라군의 공격력은?,20,1,4
638,드라군의 공격력 3업시 공격력은?,26,1,4
639,드라군의 방어력은?,1,1,4
640,드라군의 이동속도는?,3.05,1,4
641,드라군의 공격속도는?,1.25,1,4
642,다크템플러의 공격력은?,40,1,4
643,다크템플러의 공격력 3업시 공격력은?,43,1,4
644,다크템플러의 방어력은?,1,1,4
645,다크템플러의 이동속도는?,4.57,1,4
646,다크템플러의 공격속도는?,1.25,1,4
647,하이템플러의 방어력은?,0,1,4
648,하이템플러의 이동속도는?,3.05,1,4
649,아칸의 공격력은?,30,1,4
650,아칸의 공격력 3업시 공격력은?,39,1,4
651,아칸의 방어력은?,0,1,4
652,아칸의 이동속도는?,3.05,1,4
653,아칸의 공격속도는?,0.62,1,4
654,옵저버의 방어력은?,1,1,4
655,옵저버의 이동속도는?,4.57,1,4
656,셔틀의 공격력은?,0,1,4
657,셔틀의 공격력 3업시 공격력은?,0,1,4
658,셔틀의 방어력은?,0,1,4
659,셔틀의 이동속도는?,4.57,1,4
660,셔틀의 공격속도는?,0,1,4
661,리버의 공격력은?,100,1,4
662,리버의 공격력 3업시 공격력은?,100,1,4
663,리버의 방어력은?,0,1,4
664,리버의 이동속도는?,2.49,1,4
665,리버의 공격속도는?,2.5,1,4
666,스카웃의 공격력은?,8,1,4
667,스카웃의 공격력 3업시 지상공격력은?,11,1,4
668,스카웃의 공중공격력은?,28,1,4
669,스카웃의 공격력 3업시 공중공격력은?,34,1,4
670,스카웃의 방어력은?,1,1,4
671,스카웃의 이동속도는?,4.57,1,4
672,스카웃의 공격속도는?,0.92,1,4
673,캐리어의 공격력은?,48,1,4
674,캐리어의 공격력 3업시 공격력은?,72,1,4
675,캐리어의 방어력은?,1,1,4
676,캐리어의 이동속도는?,3.05,1,4
677,캐리어의 공격속도는?,1.88,1,4
678,커세어의 공격력은?,6,1,4
679,커세어의 공격력 3업시 공격력은?,9,1,4
680,커세어의 방어력은?,1,1,4
681,커세어의 이동속도는?,4.57,1,4
682,커세어의 공격속도는?,0.92,1,4
683,진저웨일 스승의 이름은?,샨디,1,9
684,패자의 검을 사용하는 에스더의 이름은?,실리안,1,9
685,나히니르 검을 사용하는 에스더의 이름은?,카단,1,9
686,라제니스인 에스더의 이름은?,니나브,1,9
687,루테란의 초대 왕의 이름은?,루테란,1,9
688,페이튼에 아크를 숨긴 사람의 이름은?,시엔,2,9
689,피요르긴을 사용하는 에스더의 이름은?,바훈투르,1,9
690,바훈투르의 조상인 에스더의 이름은?,갈라투르,1,9
691,니나브 소꿉친구의 이름은?,아자키엘,2,9
692,아만 어머니의 이름은?,클라우디아,1,9
693,로스트아크의 정체는?,아만,1,9
694,"에피소드 카단에 등장하는 이스테르 섬에서 살았고, 카단을 좋아하는 아이 이름은?",신디,2,9
695,로스트아크에서 최초의 가디언 연구가는?,갤라드,2,9
696,카양겔 레이드의 보스는?,라우리엘,1,9
697,트리시온에 있는 라제니스의 이름은?,베아트리스,1,9
698,아크의 계승자는 누구인가요?,나(모험가),1,9
699,혼돈의 신의 이름은?,이그하람,2,9
700,질서의 신의 이름은?,루페온,1,9
701,명예의 신의 이름은?,프로키온,2,9
702,지혜의 신의 이름은?,크라테르,2,9
703,불의 신의 이름은?,안타레스,2,9
704,생명의 신의 이름은?,알데바란,2,9
705,대지의 신의 이름은?,아크투르스,2,9
706,빙결의 신의 이름은?,시리우스,2,9
707,조화의 신의 이름은?,기에나,2,9
708,최초의 군단장 레이드의 보스는?,발탄,1,10
709,광기군단장의 이름은?,쿠크세이튼,1,10
710,몽환군단장의 이름은?,아브렐슈드,1,10
711,어둠군단장의 이름은?,카멘,1,10
712,질병군단장의 이름은?,일리아칸,1,10
713,초대 욕망군단장의 이름은?,에키드나,1,10
714,두번째 군단장레이드의 보스는?,비아키스,1,10
715,심연의 군주이자 죽음의 신의 이름은?,카제로스,1,10
716,카제로스레이드 1막 최종보스의 이름은?,에기르,1,10
717,카제로스레이드 2막 1관문의 보스 이름은?,나로크,1,10
718,카제로스레이드 3막 최종보스의 이름은?,모르둠,1,10
719,카제로스레이드 4막 최종보스이자 카제로스를 지키는 최후의 수문장의 이름은?,아르모체,1,10
720,프롤로그 초반에 만나는 세이크리아 교단의 사제 모피어스의 정체는?,카마인,2,10
721,루테란 지역의 귀환지점은?,루테란 성,1,11
722,루테란 지역의 항구도시는?,갈기파도항구,1,11
723,베른 지역의 귀한지점은?,베른 성,1,11
724,베른 지역의 항구도시는?,크로나항구,1,11
725,엘가시아의 귀환지점은?,아리안오브,1,11
726,쿠르잔의 귀환지역은?,엘네아드,1,11
727,쿠르잔의 항구도시는?,"저주받은땅,베스페르",1,11
728,아르데타인의 귀환지점은?,슈테른,1,11
729,아르데타인의 항구도시는?,메마른통로,1,11
730,필드보스 세베크아툰이 출현하는 지역의 이름은?,아비도스주둔지,1,11
731,베아트리스가 있는 곳의 이름은?,트리시온,1,11
732,로헨델의 귀환지점은?,로아룬,1,11
733,로헨델의 항구도시는?,은빛물결호수,1,11
734,욘의 귀환지점은?,위대한성,1,11
735,욘의 항구도시는?,시작의땅,1,11
736,페이튼의 귀환지점은?,칼라자마을,1,11
737,페이튼의 항구도시는?,이름없는협곡,1,11
738,파푸니카의 귀환지점은?,니아마을,1,11
739,파푸니카의 항구도시는?,얕은바닷길,1,11
740,볼다이크의 대표지역은?,칼리나리,1,11
741,림레이크남섬의 항구지역은?,얀의길,1,11
742,림레이크남섬의 귀환지점은?,샤,1,11
743,방어구 강화에서만 필요한 재료는?,수호석,1,12
744,무기 강화에서만 필요한 재료는?,파괴석,1,12
745,3티어 강화재련에 필요한 파편은?,명예의파편,1,12
746,4티어 강화재련에 필요한 파편은?,운명의파편,1,12
747,2티어 강화재련에 필요한 파편은?,조화의파편,1,12
748,골드를 사용하여 무기와 방어구 품질을 업그레이드 할 때 필요한 재료는?,혼돈의돌,1,12
749,아크패시브의 랭크를 올리기 위해서 필요한 재료는?,카르마,2,12
750,혼돈의 상아탑에서 얻은 후 방어구에 연성시켜 능력치를 부여할 수 있는 재료는?,엘릭서,1,12
751,방어구 초월을 하기 위해서 필요한 재료는?,어둠의불,1,12
752,무기 초월을 하기 위해서 필요한 재료는?,베히모스의비늘,1,12
753,초월 복원을 위해 필요한 재료는?,고대마력석,2,12
754,에스더 무기 제작에 필요한 재료는?,에스더의기운,1,12
755,카드강화에 필요한 재료는?,카드경험치,1,12
756,도화가의 카운터 스킬이름은?,올려치기,1,13
757,브레이커의 카운터 스킬이름은?,비뢰격,1,13
758,소서리스의 카운터 스킬이름은?,돌풍,1,13
759,데모닉의 카운터 스킬이름은?,라이징클로,1,13
760,바드의 카운터 스킬이름은?,리듬벅샷,1,13
761,슬레이어의 카운터 스킬이름은?,와일드스톰프,1,13
762,소울이터의 카운터 스킬이름은?,글러트니,1,13
763,블래스터의 카운터 스킬이름은?,전방포격,1,13
764,아르카나의 카운터 스킬이름은?,세렌디피티,1,13
765,버서커의 카운터 스킬이름은?,체인소드,1,13
766,디스트로이어의 카운터 스킬이름은?,드레드노트,1,13
767,워로드의 카운터 스킬이름은?,대쉬어퍼파이어,1,13
768,홀리나이트의 카운터 스킬이름은?,집행자의검,1,13
769,발키리의 카운터 스킬이름은?,간파베기,1,13
770,배틀마스터의 카운터 스킬이름은?,붕천퇴,1,13
771,인파이터의 카운터 스킬이름은?,일망타진,1,13
772,기공사의 카운터 스킬이름은?,회선격추,1,13
773,창술사의 카운터 스킬이름은?,철량추,1,13
774,데빌헌터의 카운터 스킬이름은?,최후의만찬,1,13
775,호크아이의 카운터 스킬이름은?,호크아이,1,13
776,스카우터의 카운터 스킬이름은?,백플립스트라이크,1,13
777,건슬링어만의 카운터 스킬이름은?,피스키퍼,1,13
778,서머너의 카운터 스킬이름은?,방출된의지,1,13
779,블레이드의 카운터 스킬이름은?,어스슬래쉬,1,13
780,리퍼의 카운터 스킬이름은?,쉐도우트랩,1,13
781,기상술사의 카운터 스킬이름은?,펼치기,1,13
782,환수사의 카운터 스킬이름은?,할퀴기,1,13
783,브레이커의 무력화가 가장 강한 스킬은?,파천섬광,1,13
784,소서리스의 무력화가 가장 강한 스킬은?,천벌,1,13
785,도화가의 무력화가 강한 스킬은?,흩뿌리기,1,13
786,바드의 무력화가 가장 강한 스킬은?,사운드홀릭,1,13
787,버서커의 초각성스킬의 이름은?,블러드슬래시,1,13
788,디스트로이어의 초각성스킬의 이름은?,슈퍼노바,1,13
789,워로드의 초각성스킬의 이름은?,실드대시,1,13
790,홀리나이트의 초각성스킬의 이름은?,신성한 정의,1,13
791,발기리의 초각성스킬의 이름은?,개벽,1,13
792,인파이터의 초각성스킬의 이름은?,열혈폭격,1,13
793,스트라이커의 초각성스킬의 이름은?,오의:청염각,1,13
794,브레이커의 초각성스킬의 이름은?,성운멸쇄권,1,13
795,데빌헌터의 초각성스킬의 이름은?,둠스데이,1,13
796,블래스터의 초각성스킬의 이름은?,포격:스틸레인,1,13
797,호크아이의 초각성스킬의 이름은?,락온,1,13
798,건슬링어의 초각성스킬의 이름은?,프리즌불릿,1,13
799,아르카나의 초각성스킬의 이름은?,더 썬,1,13
800,바드의 초각성스킬의 이름은?,아리아,1,13
801,소서리스의 초각성스킬의 이름은?,라바블래스트,1,13
802,블레이드의 초각성스킬의 이름은?,데스슬래쉬,1,13
803,소울이터의 초각성스킬의 이름은?,프랜지사이드,1,13
804,도화가의 초각성스킬의 이름은?,묵법:미르새김,1,13
805,기상술사의 초각성스킬의 이름은?,우레바람,1,13
806,환수사의 초각성스킬의 이름은?,한방곰,1,13
807,빛의 가디언 수장의 이름은?,에버그레이스,1,14
808,1680레벨에 갈 수 있는 최상위 가디언은?,스콜라키아,1,14
809,1640레벨에 갈 수 있는 최상위 가디언은?,아게오로스,1,14
810,쿠르잔 필드보스의 이름은?,세베크아툰,1,14
811,낙원의문을 수호하고 있는 가디언은?,아르카디아,1,14
812,사슬전쟁이후 상처를 입고 애니츠에 정착한 가디언은?,루,2,14
813,혼돈의 가디언 수장의 이름은?,바르칸,1,14
814,상아탑던전의 2관문 보스의 이름은?,라카이서스,1,14
815,바르칸의 휘하 가디언이자 카단이 쓰러트린 가디언,베히모스,1,14
816,하얀순록의 모습이며 태양과 달의 힘을 다루는 가디언,아르고스,2,14
817,볼다이크 스토리의 최종보스이자 상아탑의 최종보스,라자람,1,14
818,탐식의 왕'이라는 이명을 가지고 있으며 가디언을 잡아먹어 흡수하여 해당 가디언의 능력을 복제하는 가디언,나이트레아,1,14
819,섬의마음을 가장 얻기 어려운 섬은?,갈망의섬,2,15
820,도서관이 있는 섬은?,지혜의섬,1,15
821,거대한 크루즈선이자 휴양지인 섬,해상낙원페이토,1,15
822,니나브와 호감도를 쌓기위해 가야하는 섬,속삭이는작은섬,1,15
823,스텔라를 잡아 붉은실타래를 얻을 수 있는 섬,비탄의섬,1,15
824,눈싸움을 할 수 있는 섬,스노우팡아일랜드,1,15
825,프랭크와 레나가 사는 섬으로 피아노 선율을 연주해 죽은 영혼들을 인도하는 ost가 있는 섬,별빛등대의섬,1,15
826,선박 중 가장빠른 아스트레이를 제조할 수 있는 섬,검은이빨의주둔지,1,15
827,낚시를 해서 황금붕어를 낚을 수 있는 섬,기회의섬,2,15
828,필드보스 두키왕이 출현하는 섬,두키섬,1,15
829,택배회사가 있는 섬,로팡섬,1,15
